"","HSPP_DW_2155.97","HSPP_DW_2149.95","HSPP_DW_2159.91","HSPP_JY_894.2","HSPP_DW_2158.90","HSPP_DW_2161.93","HSPP_DW_2150.94","HSPP_DW_2157.96","HSPP_DW_2160.92","HSPP_JY_892.1","HSPP_DW_2156.98","Saliva_COVID-19_086","Saliva_COVID-19_078","Saliva_COVID-19_080","Saliva_COVID-19_083","Saliva_COVID-19_085","Saliva_COVID-19_082","Saliva_COVID-19_081","Saliva_COVID-19_087","Saliva_COVID-19_084","Saliva_COVID-19_079"
"Label","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B"
"IPI00014919","-4.813043","-4.813043","-4.813043","-4.114074","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043"
"IPI00016513","-4.409069","-4.409069","-4.409069","-3.710099","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069","-4.409069"
"IPI00016570","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-4.426548","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517"
"IPI00017163","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-4.570409","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377","-5.269377"
"IPI00018920","-4.947844","-4.947844","-4.947844","-4.248875","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844"
"IPI00018936","-4.685543","-4.685543","-4.685543","-3.986573","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543","-4.685543"
"IPI00019755","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.009883","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853","-4.708853"
"IPI00020430","-4.657025","-4.657025","-4.657025","-3.958055","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-3.823504","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025","-4.657025"
"IPI00021290","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-4.607127","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095","-5.306095"
"IPI00021405","-4.847589","-4.847589","-4.847589","-4.148619","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-3.867933","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589","-4.847589"
"IPI00021794","-4.978727","-4.978727","-4.978727","-4.279758","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727","-4.978727"
"IPI00021827","-4.179917","-4.179917","-4.179917","-3.480947","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-3.075318","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917"
"IPI00022417","-4.179917","-4.179917","-4.179917","-3.480947","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-3.397538","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917","-4.179917"
"IPI00022628","-5.159767","-5.159767","-5.159767","-4.460798","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767","-5.159767"
"IPI00024102","-4.513286","-4.513286","-4.513286","-3.814316","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-3.424489","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286","-4.513286"
"IPI00024213","-4.655568","-4.655568","-4.655568","-3.956598","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568","-4.655568"
"IPI00024976","-4.448477","-4.448477","-4.448477","-3.749507","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477","-4.448477"
"IPI00024989","-4.731281","-4.731281","-4.731281","-4.032312","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281","-4.731281"
"IPI00025110","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-3.521953","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923","-4.220923"
"IPI00026119","-4.807154","-4.807154","-4.807154","-4.078938","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.108184","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154","-4.807154"
"IPI00026197","-3.761382","-3.761382","-3.761382","-3.027519","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.062412","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382","-3.761382"
"IPI00026530","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.259322","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291","-4.958291"
"IPI00027192","-4.460146","-4.460146","-4.460146","-3.474307","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-3.761176","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146","-4.460146"
"IPI00027230","-4.813552","-4.813552","-4.813552","-4.114582","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-3.696718","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552","-4.813552"
"IPI00029928","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-4.407268","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237","-5.106237"
"IPI00030179","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-3.950627","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597","-4.649597"
"IPI00030460","-5.441286","-5.441286","-5.441286","-4.742321","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286","-5.441286"
"IPI00031983","-4.856985","-4.856985","-4.856985","-4.158015","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985","-4.856985"
"IPI00032103","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.039815","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785","-4.738785"
"IPI00032179","-4.650567","-4.650567","-4.650567","-3.951597","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-3.737834","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567","-4.650567"
"IPI00032220","-4.801783","-4.801783","-4.801783","-4.102813","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.065148","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783","-4.801783"
"IPI00037070","-4.202331","-4.202331","-4.202331","-3.503361","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-3.222667","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331","-4.202331"
"IPI00037448","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.098978","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948","-4.797948"
"IPI00045536","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-3.708276","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246","-4.407246"
"IPI00050211","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.084073","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043","-4.783043"
"IPI00059366","-4.813043","-4.813043","-4.813043","-4.114074","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-3.900319","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043","-4.813043"
"IPI00059476","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.201695","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664","-4.900664"
"IPI00061977","-2.211692","-2.121320","-2.368821","-2.342120","-3.119366","-2.248458","-2.126980","-2.281053","-3.119366","-2.420396","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366","-3.119366"
"IPI00066193","-4.283896","-4.283896","-4.283896","-3.224644","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-3.584926","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896","-4.283896"
"IPI00066374","-4.348586","-4.348586","-4.348586","-3.649616","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586"
"IPI00073454","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.289460","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429","-4.988429"
"IPI00102165","-4.076518","-4.076518","-4.076518","-3.377548","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518","-4.076518"
"IPI00102281","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.082810","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779","-4.781779"
"IPI00103397","-4.489160","-4.489160","-3.359697","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-3.790190","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160","-4.489160"
"IPI00107531","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-4.616723","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690","-5.315690"
"IPI00107831","-5.353201","-5.353201","-5.353201","-4.265921","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-4.654234","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201","-5.353201"
"IPI00148096","-4.851150","-4.851150","-4.851150","-4.152181","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-3.938434","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150","-4.851150"
"IPI00152540","-5.443934","-5.443934","-5.443934","-4.744969","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934","-5.443934"
"IPI00152906","-4.420857","-4.420857","-4.420857","-3.721887","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857","-4.420857"
"IPI00156689","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-3.990507","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476","-4.689476"
"IPI00161229","-3.897752","-3.897752","-3.897752","-3.157254","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.198782","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752","-3.897752"
"IPI00162735","-4.953036","-4.953036","-4.953036","-3.990677","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.254067","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036","-4.953036"
"IPI00163202","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-4.427709","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678","-5.126678"
"IPI00164540","-4.035627","-4.035627","-3.044601","-3.336657","-4.035627","-4.035627","-4.035627","-2.956830","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627","-4.035627"
"IPI00164744","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-2.419892","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862","-3.118862"
"IPI00164755","-5.118500","-5.118500","-5.118500","-4.419531","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500","-5.118500"
"IPI00165652","-4.355936","-4.355936","-4.355936","-3.326647","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-3.656966","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936","-4.355936"
"IPI00165949","-4.825359","-4.825359","-4.825359","-3.821599","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.126389","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359","-4.825359"
"IPI00166613","-4.749531","-4.749531","-4.749531","-4.050561","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531","-4.749531"
"IPI00166866","-2.227889","-1.961427","-2.385018","-2.302503","-3.083988","-2.155511","-1.921329","-2.297250","-3.083988","-2.379007","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988","-3.083988"
"IPI00167222","-5.026041","-5.026041","-5.026041","-4.327071","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041","-5.026041"
"IPI00168398","-4.549905","-4.549905","-4.549905","-3.850935","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905","-4.549905"
"IPI00168884","-4.790538","-4.790538","-4.790538","-3.828186","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.091569","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538","-4.790538"
"IPI00169440","-5.510035","-5.510035","-5.510035","-4.811071","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035","-5.510035"
"IPI00171196","-2.566102","-2.566102","-1.867132","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102","-2.566102"
"IPI00171501","-5.337995","-5.337995","-5.337995","-4.639028","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995","-5.337995"
"IPI00171834","-4.216511","-4.216511","-2.770223","-3.254168","-4.216511","-4.216511","-4.216511","-2.682453","-4.216511","-3.517541","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511","-4.216511"
"IPI00172579","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.238598","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568","-4.937568"
"IPI00174541","-4.041522","-4.041522","-4.041522","-3.342552","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-3.100776","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522","-4.041522"
